224.000000	-0.905026
251.000000	-0.462843
301.000000	-0.924102
311.000000	-1.082736
313.000000	-0.925540
391.000000	-0.929564
406.000000	-0.334889
415.000000	-1.164051
424.000000	-1.554678
427.000000	-0.727191
436.000000	-0.041209
459.000000	-1.119179
473.000000	-1.555965
507.000000	-1.548918
528.000000	-1.547522
565.000000	-1.381524
567.000000	-2.208344
574.000000	-2.047279
617.000000	-2.045051
629.000000	-1.180328
632.000000	-1.179023
637.000000	-1.178361
680.000000	-1.171044
698.000000	-0.305146
747.000000	0.639089
777.000000	0.622375
786.000000	1.726966
787.000000	1.689860
800.000000	2.531422
813.000000	1.672681
831.000000	1.666176
894.000000	1.179647
909.000000	2.000000
912.000000	1.993206
927.000000	1.293849
978.000000	0.853499
987.000000	0.851349
995.000000	0.849717
1004.000000	0.812650
1005.000000	1.203817
1006.000000	1.202771
1014.000000	1.359958
1021.000000	1.360064
1062.000000	0.902408
1063.000000	0.901904
1082.000000	1.287276
1085.000000	2.115470
1117.000000	1.283611
1123.000000	0.455486
1133.000000	-0.144736
1149.000000	0.682384
1181.000000	-0.148491
1194.000000	0.714521
1196.000000	0.277718
1197.000000	0.279144
1205.000000	0.316207
1225.000000	0.281688
1252.000000	0.282514
1285.000000	0.722773
1305.000000	0.759689
1320.000000	-0.066774
1352.000000	-0.891651
1396.000000	-0.446431
1405.000000	-0.445788
1416.000000	-0.444873
1447.000000	-0.828808
1449.000000	-0.830069
1450.000000	-1.659240
1472.000000	-1.214531
1477.000000	-0.385994
1503.000000	-0.383193
1530.000000	-0.769420
1557.000000	-0.316611
1560.000000	-1.144619
1574.000000	-1.303318
1578.000000	-1.463245
1602.000000	-1.464912
1603.000000	-1.429686
1646.000000	-1.432032
1651.000000	-2.032196
1663.000000	-1.593193
1679.000000	-0.765581
1691.000000	-0.926092
1705.000000	-0.924456
1716.000000	-1.085937
1717.000000	-1.085755
1726.000000	-1.684456
1743.000000	-2.548705
1787.000000	-2.587667
1833.000000	-3.031256
1835.000000	-3.860563
1841.000000	-2.875035
1842.000000	-2.486754
1855.000000	-2.969816
1873.000000	-2.144170
1879.000000	-1.985549
1890.000000	-1.385815
1901.000000	-0.944455
1902.000000	-1.104484
1931.000000	-1.263951
1943.000000	-1.102979
1953.000000	-1.105300
1956.000000	-1.483885
1980.000000	-1.479491
1982.000000	-1.963585
2001.000000	-0.969379
2002.000000	-0.523111
2011.000000	-0.360941
2012.000000	-0.323864
2037.000000	-0.285614
2055.000000	-0.282515
2058.000000	-0.280661
